producto,rating,cluster,text,date,tb_polarity,tb_subjectivity,tb_category
Samsung A15,4,7,"Tiene menos de una semana. Esperaba que sea más grande, y ojo que la batería no dura mucho, dura lo mismo que un promedio. Esperaba que sea más rendidor. Tiene buena cámara. Viene con el cable usb pero sin adaptador, hay que comprarle aparte.",2024-12-06,0.0,0.0,Neutral
Samsung A15,4,6,No incluye cargador.,2024-10-04,0.0,0.0,Neutral
Samsung A15,4,8,Vengo de una a12 y mejoro cámara y duración de batería hasta hoy muy conforme.,2025-04-08,0.0,0.0,Neutral
Samsung A15,4,6,"Por 300 lucas, y por el uso normal (nada exagerado) que le doy, terrible compra hice. Con que me dure, andando normal, unos 3 o 4 años, sería perfecto. Lo único que me pareció muy malo es que no traiga cargador (solo el cable) ni auriculares. Por el resto, muy conforme.",2025-03-06,-0.2333333333333333,0.7666666666666666,Negativo
Samsung A15,4,6,"La verdad es que es muy buen celular, me encanta y la cámara es una maravilla. Pero lo malo es que no trae el cargador completo y auriculares. Pero lo demás 10/10.",2025-01-19,0.0,0.0,Neutral
Samsung A15,4,6,"El tel me encantó, es una pena que no traiga cargador.",2025-01-17,0.0,0.0,Neutral
Samsung A15,4,4,El tel muy lindo. Solo que el cable para cargar nunca anduvo.,2024-12-28,0.0,0.0,Neutral
Samsung A15,4,6,Deberían analizar lo de no mandar un cargador ya que hay que comprar uno nuevo en otro lado o al menos darte a elegir si querés que venga con el cargador original.,2024-12-24,0.375,0.75,Positivo
Samsung A15,4,6,Muy bueno. Rápido. No le puse 4 estrellas porque viene sin cargador.,2024-12-24,0.0,0.0,Neutral
Samsung A15,4,6,Es um celular que saca buenas fotos( motivo por lo que lo compré y por la capacidad de guardar datos). No trae cargador y se descarga rápido.,2024-12-22,0.0,0.0,Neutral
Samsung A15,4,6,"Muy buena cámara y gran duración de la batería. Lástima no trae cargador, que es parte del equipo y aunque parece un dato menor es un gasto más. Por eso no le doy cinco puntos.",2024-12-21,0.0,0.0,Neutral
Samsung A15,4,4,Fue un regalo para mi esposo y esta super contento.,2024-10-16,0.3333333333333333,0.6666666666666666,Positivo
Samsung A15,4,2,"Me parece bien en relación precio-calidad, ideal para el uso diario! muy lindo.",2025-02-14,1.0,1.0,Positivo
Samsung A15,4,4,"Dentro de todo es normal te saca del paso ,es comprable.",2025-04-14,0.15,0.6499999999999999,Positivo
Samsung A15,4,3,Muy buena batería memoria y calidad de imagen.,2025-02-20,0.0,0.0,Neutral
Samsung A15,4,9,Cumple lo que promete. Muy buen teléfono en relación al precio.,2025-02-20,0.0,0.0,Neutral
Samsung A15,4,2,"La compra la realice en enero 2025 y hasta la fecha muy bién todo! con respecto a la cámara, si le sabes dar el enfoque y la buena determinación salen buenísimas! soy de usar mucho la cámara, y hasta ahora todo ok.",2025-02-11,0.5,0.5,Positivo
Samsung A15,4,4,Se tilda mucho y lo tengo desde hace dos semanas. La calidad de la cámara trasera no es buena.,2025-01-22,0.0,0.0,Neutral
Samsung A15,4,1,Excelente calidad.,2024-12-08,0.0,0.0,Neutral
Samsung A15,4,3,"Se parece muy bueno. Calidad ,precio muy bueno.",2025-04-30,0.0,0.0,Neutral
Samsung A15,4,3,Precio calidad anda muy bien.,2025-04-29,0.0,0.0,Neutral
Samsung A15,4,4,Gusto.,2025-04-28,0.0,0.0,Neutral
Samsung A15,4,6,"Me encantó el celular en si pero tengo un inconveniente con el cargador. Si la batería llega a 25% con el cable qué viene y un enchufe convencional no carga, al contrario se descarga. Lo único que me funciona en ese caso es el cargador original del celu de mi marido que también es samsung. Por lo demás excelente celular.",2025-04-26,0.375,0.75,Positivo
Samsung A15,4,0,Está bueno a veces es lento para entrar a las apps.,2025-04-26,0.0,0.0,Neutral
Samsung A15,4,4,Cumple mis expectativas.,2025-04-25,0.0,0.0,Neutral
Samsung A15,4,5,"Esta bueno y cumple, aveces se traba un poco pero en general va bien y es buen producto.",2025-04-25,0.05000000000000002,0.5,Neutral
Samsung A15,4,4,Buena opción para un teléfono.,2025-04-25,0.0,0.0,Neutral
Samsung A15,4,0,Buenas noches!! hasta ahora muy bueno!!.,2025-04-25,0.0,0.0,Neutral
Samsung A15,4,4,Recién lo estoy probando. Hasta ahora me parece muy bueno.,2025-04-24,0.0,0.0,Neutral
Samsung A15,4,4,Hace menos de un año que lo tengo y se traba.,2025-04-23,0.0,0.0,Neutral
Samsung A15,4,4,Buen teléfono safa. Lo compre porque viene con nfc y para el que viaja y usa sube te simplifica la vida.,2025-04-22,0.0,0.0,Neutral
Samsung A15,4,5,Cumple con las expectativas. Muy buen producto.,2025-04-22,0.0,0.0,Neutral
Samsung A15,4,4,"Cumple lo basico pero samsung es bien complicado su manejo, motorola es mucho mas predictivo, yo sere torpe pero es mi opinion que para mi motorola es mucho mas practico.",2025-04-22,0.0,0.0,Neutral
Samsung A15,4,4,Para el uso que le doy sirve. Buena relación percio-calidad.,2025-04-22,0.0,0.0,Neutral
Samsung A15,4,2,Hasta ahora funciona bien.,2025-04-20,0.0,0.0,Neutral
Samsung A15,4,2,Bastante bien.,2025-04-18,0.0,0.0,Neutral
Samsung A15,4,4,Lindo celular.,2025-04-18,0.0,0.0,Neutral
Samsung A15,4,9,Buen producto y buena relacion precio calidad.,2025-04-16,0.0,0.0,Neutral
Samsung A15,4,6,"Muy bueno, solo que el cargador a la semana no me anduvo más.",2025-04-16,0.0,0.0,Neutral
Samsung A15,4,9,Buena relacion precio - calidad.,2025-04-15,0.0,0.0,Neutral
Samsung A15,4,6,Muy bueno pero lo malo es que no trae cargador ni audífonos.,2025-04-15,0.0,0.0,Neutral
Samsung A15,4,4,Ok.,2025-04-14,0.0,0.0,Neutral
Samsung A15,4,4,"Muy buena relación calidad-precio, encontrar pantalla amoled en este rango de precio es una grata sorpresa, lo demás es bastante normal en el rango.",2025-04-14,0.15,0.6499999999999999,Positivo
Samsung A15,4,4,La verdad mi hijo esta super contento es un muy buen equipo la verdad superó mis expectativas. Anda perfecto y lo las lindo tiene una cámara que salen fotos excelente.,2025-04-12,0.3333333333333333,0.6666666666666666,Positivo
Samsung A15,4,2,"Estoy a pocos dias de uso, todo parece muy bien.",2025-04-11,0.0,0.0,Neutral
Samsung A15,4,2,Una maquina funcionando bien hasta la actualidad. Lo tengo hacen 3 meses. Es un poco lento pero bueno. Lo compensa en otros detalles.,2025-04-11,0.0,0.0,Neutral
Samsung A15,4,0,Para mi esta muy bueno.,2025-04-11,0.0,0.0,Neutral
Samsung A15,4,7,"Es más lindo en la vida real, anda súper bien. Por lo que pagué esperaba menos y la verdad me sorprendió.",2025-04-11,0.2,0.30000000000000004,Positivo
Samsung A15,4,4,Lo estoy probando.,2025-04-11,0.0,0.0,Neutral
Samsung A15,4,3,Precio según calidad.,2025-04-10,0.0,0.0,Neutral
Samsung A15,4,4,Muy conforme con el producto.,2025-04-08,0.0,0.0,Neutral
Samsung A15,4,8,"Me resultó un poco complejo el pase de información desde el samsunga14, anteriormente había cambiado del a3 al a14 y se hizo perfecto, paso todo de una con claves y todo, pero esta vez muchas cosas no pasaron y tu e que perder mucho tiempo pasando de a una aplicación, además no dura tanto la batería, sinceramente me arrepentí del cambio, el a14 para mi era mejor a pesar de ser más viejo.",2025-04-08,0.0,0.0,Neutral
Samsung A15,4,0,Muy bueno el celular.,2025-04-07,0.0,0.0,Neutral
Samsung A15,4,4,No tira minecraft (pago).,2025-04-06,0.0,0.0,Neutral
Samsung A15,4,4,"Por ahora esta resultando todo ok, recien lo compramos, veremos con el tiempo.",2025-04-05,0.5,0.5,Positivo
Samsung A15,4,8,Me gusto el celular pero la no me gusto que a los 3 meses se descargaba un poco rápido la bateria.,2025-04-05,0.0,0.0,Neutral
Samsung A15,4,2,Rinde bien para el día a día. Se puede jugar pero tampoco exigirle milagros.,2025-04-04,0.0,0.0,Neutral
Samsung A15,4,4,Hasta ahora anda perfecto. Hace dos semanas lo tengo.,2025-04-04,0.0,0.0,Neutral
Samsung A15,4,6,Lo malo q no viene el cargador.,2025-04-04,0.0,0.0,Neutral
Samsung A15,4,4,"Buena definiciom de pantalla,y almacenamiento de memoria.",2025-04-03,0.0,0.0,Neutral
Samsung A15,4,3,Muy bueno con respecto al precio muy lindo el celular.,2025-04-02,0.0,0.0,Neutral
Samsung A15,4,0,"Está bueno, recomendable.",2025-03-31,0.0,0.0,Neutral
Samsung A15,4,6,Todo correcto el teléfono pero no trae cargador ratas.,2025-03-31,0.0,0.0,Neutral
Samsung A15,4,9,"Hoy, abril del 2025, excelente relación precio ,calidad, memoria, y velocidad.",2025-03-29,0.0,0.0,Neutral
Samsung A15,4,4,Buenísimo fue para un regalo y súper satisfecha!!!.,2025-03-26,0.0,0.0,Neutral
Samsung A15,4,3,Muy bueno y buena calidad.,2025-03-26,0.0,0.0,Neutral
Samsung A15,4,0,El producto muy bueno.,2025-03-25,0.0,0.0,Neutral
Samsung A15,4,4,Muy lindo.,2025-03-23,0.0,0.0,Neutral
Samsung A15,4,3,Lo compré para regalar. Se ve de buena calidad. Todavía tiene muy poco uso para poder decir algo más. Pero confío en samsung porque uso esta marca también.,2025-03-23,0.0,0.0,Neutral
Samsung A15,4,6,"Muy lindo equipo, lo único malo es que no trae cargador.",2025-03-22,0.0,0.0,Neutral
Samsung A15,4,4,Hermoso y espero que sea duradero.,2025-03-22,0.0,0.0,Neutral
Samsung A15,4,4,Se lo compré para mi hija. Está muy conforme.,2025-03-21,0.0,0.0,Neutral
Samsung A15,4,4,"No lo compre para uso personal,.",2025-03-21,0.0,0.3,Neutral
Samsung A15,4,1,"Buena calidad, excelente producto.",2025-03-20,0.0,0.0,Neutral
Samsung A15,4,4,Masomenos.,2025-03-20,0.0,0.0,Neutral
Samsung A15,4,1,Excelente telefono.,2025-03-20,0.0,0.0,Neutral
Samsung A15,4,6,"Excelente el celu ,no le doy 5 estrella ya que desconozco el motivo porque no biene con el cargador tipo c.",2025-03-19,0.0,0.0,Neutral
Samsung A15,4,4,Lo compre y no leí que venia sin cargador!!! debería traer en mi opinión. Lo demás todo bien.,2025-03-19,0.0,0.0,Neutral
Samsung A15,4,4,No le doy todas las estrellas porque lo acabo de comprar y hasta ahora no puedo decir es bueno o no.,2025-03-19,0.0,0.0,Neutral
Samsung A15,4,3,Acorde precio calidad.,2025-03-18,0.0,0.0,Neutral
Samsung A15,4,0,Es muy bueno pero tiene sus fayas.,2025-03-18,0.0,0.0,Neutral
Samsung A15,4,4,El celular perfecto!.,2025-03-18,0.0,0.0,Neutral
Samsung A15,4,5,Es un buen telefono para el precio lo unico malo es una pulgada menos que el a13 por enemplo.,2025-03-17,0.0,0.0,Neutral
Samsung A15,4,8,Es un celu medio pelo para zafar funciona. La batería dura casi 2 días es normal estéticamente hablando. No trae cargador es un garrón.,2025-03-15,0.15,0.6499999999999999,Positivo
Samsung A15,4,8,Cómo voy a saber si es duradero o cuánto dura la batería si hace 2 horas que lo recibí.,2025-03-14,0.0,0.0,Neutral
Samsung A15,4,6,"Muy buen producto, siendo gama media, muy bien celular, lástima q no viene con el cargador una verdadera lástima, sumaria un par de puntos más, si sos exigente para juegos hay q comprar el de 8 gigas y 256, saludos totales.",2025-03-14,0.0,0.0,Neutral
Samsung A15,4,7,Cómo esperaba de samsung! un celular bastante bueno por su precio.,2025-03-13,0.0,0.0,Neutral
Samsung A15,4,9,"Bueno, práctico! relación precio calidad.",2025-03-13,0.0,0.0,Neutral
Samsung A15,4,4,Recién llegado. Instalando.,2025-03-12,0.0,0.0,Neutral
Samsung A15,4,4,"A tener en cuenta. Buen teléfono. Lo único malo del modelo es que no se prende la pantalla en notificaciones como whatsapp, solo en llamadas y sms. Probé actualizando, de todo y nada. Esperemos samsung lo solucione pronto.",2025-03-12,0.0,0.0,Neutral
Samsung A15,4,9,Relación precio calidad cumple la función!.,2025-03-12,0.0,0.0,Neutral
Samsung A15,4,3,"Muy buena eelacion precio calidad,me encantó la cámara.",2025-03-11,0.0,0.0,Neutral
Samsung A15,4,5,Un buen celular acorde al precio. Cumplió las expectativas.,2025-03-11,0.0,0.0,Neutral
Samsung A15,4,6,"Esta bien, pero por el precio podría incluir el transformador del cargador, ya que viene el usb con las dos fichas tipo c.",2025-03-10,0.0,0.0,Neutral
Samsung A15,4,7,Es lo que esperaba.,2025-03-10,0.0,0.0,Neutral
Samsung A15,4,4,Me gusta mucho. Muy conforme con el cel.,2025-03-10,0.0,0.0,Neutral
Samsung A15,4,4,"Piola, solo que es como si te vendieran un pantalon sin bolsillo al no tener adaptador xd.",2025-03-09,0.0,0.0,Neutral
Samsung A15,4,9,Muy buena relación precio - calidad. Es muy util para el día a día el nfc fundamentealmente para quien se maneja en transporte público para acreditar las cargas de la sube. Camara y capaciedad de almacenamiento excelente.,2025-03-09,0.0,0.0,Neutral
Samsung A15,4,4,Regular.,2025-03-08,0.0,0.07692307692307693,Neutral
Samsung A15,4,7,Era lo que esperaba por el precio y gama. Está perfecto.,2025-03-07,0.0,0.0,Neutral
Samsung A15,4,6,Le pongo 4 estella por no tener cargador solo un cable con fichas ipc.,2025-03-05,0.0,0.0,Neutral
Samsung A15,4,4,Muy lindo y delicado.,2025-03-05,0.0,0.0,Neutral
Samsung A15,4,8,"Precio, calidad, si no lo cargas con su cargador original, la batería se acaba un poco más rápido. La cámara es muy buena para tomar fotos a una distancia no muy marga. Responde rápido, no es un teléfono que empieza a funcionar lento cuando tiene demasiados archivos, apps, etc.",2025-03-05,0.375,0.75,Positivo
Samsung A15,4,4,Me gustó muchísimo gcias.,2025-03-04,0.0,0.0,Neutral
Samsung A15,4,7,Recomendable. Es lo que esperaba.,2025-03-02,0.0,0.0,Neutral
Samsung A15,4,6,Me pareció un exelente producto. Solamente no se entiende por qué no trae cargador. .,2025-03-01,0.0,0.0,Neutral
Samsung A15,4,5,Es buen producto. Lo único para decir es que no trae cargador.,2025-02-27,0.0,0.0,Neutral
Samsung A15,4,2,"Funciona muy bien, por el lado del manejo y la funcionalidad es lo normal para un samsung. Sin embargo, está muy claro que es un diseño hecho para ponerle un protector externo. Sus bordes rectos y sus tres lentes protuberantes son una invitación a sufrir daños al menor golpe o raspón. Es inaceptable que los fabricantes de celulares ya no provean el cargador con el equipo. El precio es absurdo, una parte no despreciable de éste tiene que ver con la veracidad del cuasi monopolio de mercado (para nada) libre.",2025-02-26,0.15,0.6499999999999999,Positivo
Samsung A15,4,5,"Buen producto, lo q esperaba.",2025-02-25,0.0,0.0,Neutral
Samsung A15,4,5,"Es bueno, lo único es que no trae el adaptador del cargador. Pero quitando eso, es muy buen producto!.",2025-02-25,0.0,0.0,Neutral
Samsung A15,4,6,Por el momento bien. No viene cargador.,2025-02-24,0.0,0.0,Neutral
Samsung A15,4,8,"La verdad lo tengo hace una semana y funciona muy bien si lo queres por la cámara este no es tu cel , la batería dura un montón muy buena.",2025-02-23,0.0,0.0,Neutral
Samsung A15,4,6,Hasta ahora muy bueno lo único malo es que viene sin cargador.,2025-02-23,0.0,0.0,Neutral
Samsung A15,4,4,Me gustó x su color celeste tornasolado con la funda transparente queda precioso y desbloqueo lateral con huella re práctico y rápido de abrir. Muy buenas fotos velocidad instantánea super cómodo en la mano y mucho más detalles buenísimo.,2025-02-23,0.3333333333333333,0.6666666666666666,Positivo
Samsung A15,4,5,Muy buen precio en un pago.,2025-02-23,0.0,0.0,Neutral
Samsung A15,4,2,Es un aparato que funciona bien para lo básico e indispensable!.,2025-02-21,0.5,0.9,Positivo
Samsung A15,4,6,Lo único malo es que no viene con cargador!!!!.,2025-02-21,0.0,0.0,Neutral
Samsung A15,4,3,"Calidad precio sin duda. Lastima que no trae cargador. El resto, muy bueno.",2025-02-20,0.0,0.0,Neutral
Samsung A15,4,4,Lo recomiendo.,2025-02-19,0.0,0.0,Neutral
Samsung A15,4,2,Muy bueno rápido hasta ahora. Todo bien.,2025-02-19,0.0,0.0,Neutral
Samsung A15,4,4,Es muy pronto para hacer una evaluación objetiva.,2025-02-17,0.0,0.0,Neutral
Samsung A15,4,4,"Básico, cumple la función de un teléfono de menor categoría. No deja de ser bueno.",2025-02-17,0.0,0.0,Neutral
Samsung A15,4,2,"Por ahora, todo bien.",2025-02-16,0.0,0.0,Neutral
Samsung A15,4,2,Anda bien por ahora!?.,2025-02-15,0.0,0.0,Neutral
Samsung A15,4,7,Lo que esperaba.,2025-02-15,0.0,0.0,Neutral
Samsung A15,4,9,"El producto exelente, relación precio calidad excelente. Lo único malo es que no trae el cabezal del cargador. Solo trajo el cable.",2025-02-15,0.0,0.0,Neutral
Samsung A15,4,6,"Me costó mucho el cambio de motorola a samsung. Tuve que comprar un cable, para poder usar mí cargador.",2025-02-13,0.0,0.0,Neutral
Samsung A15,4,4,"Lindo barato , lindo para regalo.",2025-02-13,0.0,0.0,Neutral
Samsung A15,4,6,Lo malo y no te dicen nada es que viene sin cargador.,2025-02-12,0.0,0.0,Neutral
Samsung A15,4,5,Buen celular. Pero calienta demasiado cuando esta cargando.,2025-02-12,0.0,0.0,Neutral
Samsung A15,4,5,Buen producto. Es lo esperado.,2025-02-12,0.0,0.0,Neutral
Samsung A15,4,6,"El teléfono se lo compro mi hermana, esta muy bueno. Lo malo es que trae un cable con doble ficha c y no viene con la cuna para ese tipo de cable, así que tenes que comprar uno. El celu anda muy bien y tiene buena cámara.",2025-02-12,0.0,0.0,Neutral
Samsung A15,4,2,"Es un teléfono común. Comparado con otros es de mediana calidad. Pero es lo que podía comprar. Cumple con las especificaciones. No esperaba más. Funciona bien. Y en relación al precio, es lo más económico que conseguí en 1 pago. Bien en general. Recomendable.",2025-02-11,0.05000000000000002,0.5,Neutral
Samsung A15,4,3,"Aprobado, de acuerdo a lo que buscaba conforme el precio.",2025-02-09,0.0,0.0,Neutral
Samsung A15,4,4,Muy lindo practico.,2025-02-08,0.0,0.0,Neutral
Samsung A15,4,4,No es tan bueno todos los días hay que recetearlo porque se tilda y eso que no tengo nada no sirve es malo.,2025-02-07,0.0,0.0,Neutral
Samsung A15,4,6,Más de 300 mil y no trae cargador.,2025-02-06,0.0,0.0,Neutral
Samsung A15,4,4,"Buen diseño, practico y lindo color. Aun no lo encendí así que no se si funciona o no, pero al menos por el precio podría haber traído un cargador. La próxima me compro un acme.",2025-02-06,0.0,0.0,Neutral
Samsung A15,4,2,El celular muy bien funciona perfectamente.,2025-02-05,0.0,0.0,Neutral
Samsung A15,4,7,"Muy bueno , era lo que esperaba.",2025-02-04,0.0,0.0,Neutral
Samsung A15,4,0,Parece bueno y hasta ahora me saca del apuro.,2025-02-03,0.0,0.0,Neutral
Samsung A15,4,8,Me parecio hermoso. Lo unico malo q puedo decir es q le dura poco la bateria. Tengo q cargarlo tds los dias!.,2025-02-02,0.0,0.0,Neutral
Samsung A15,4,6,"Muy bueno, lástima q ya no viene con cargador.",2025-02-01,0.0,0.0,Neutral
Samsung A15,4,6,"El producto muy bueno, pero debería incluir el cargador. Es una pena porque no se puede cargar hasta no salir a comprar uno.",2025-01-30,0.0,0.0,Neutral
Samsung A15,4,8,"Excelente equipo nunca compro samsung por el sistema que tiene y no me equivoque en eso ya que viene con muchas apps instaladas, pero se las puede desinstalar, para sorpresa mia anda muy bien, fluido, la bateria dura todo el dia, y la camara en videos si bien es full hd graba muy lindo y el balance es excelente.",2025-01-30,0.35,0.55,Positivo
Samsung A15,4,2,Bien.,2025-01-29,0.0,0.0,Neutral
Samsung A15,4,4,Es hermoso.,2025-01-27,0.0,0.0,Neutral
Samsung A15,4,4,Cumple expectativas.,2025-01-26,0.0,0.0,Neutral
Samsung A15,4,6,"Es genial el celu,lástima el detalle del cargador que solo trae el cable.",2025-01-23,0.0,0.0,Neutral
Samsung A15,4,4,Me cuesta trabajo q funcione para acreditar el saldo en la sube.,2025-01-23,0.0,0.0,Neutral
Samsung A15,4,0,Muy bueno !!.,2025-01-22,0.0,0.0,Neutral
Samsung A15,4,2,Se lo compro mi hija no tiene 3 hs de uso hasta ahora todo bien!.,2025-01-22,0.0,0.0,Neutral
Samsung A15,4,2,Hasta ahora funciona bien. Relacion precio-calidad esta muy bien. Lo recomiendo.,2025-01-22,0.0,0.0,Neutral
Samsung A15,4,4,El teléfono muy bueno en si el único problema que tuve fue que no me carga con la ficha c que viene.,2025-01-22,0.0,0.0,Neutral
Samsung A15,4,2,"Mi hija lo lleno de juegos, muchas aplicaciones abiertas, hasta ahora anda bien.",2025-01-21,0.0,0.0,Neutral
Samsung A15,4,9,Esta bien relacion precio calidad. No mas.,2025-01-20,0.0,0.0,Neutral
Samsung A15,4,8,No me agradan los colores de las fotos. La batería no dura mucho cargada. Tengo que recargar una vez al día con un uso medianamente moderado del aparato.,2025-01-19,0.0,0.0,Neutral
Samsung A15,4,6,Para completar lo bueno del equipo falta el cargador no hay excusa.,2025-01-17,0.0,0.0,Neutral
Samsung A15,4,3,"El. Mejor de gama baja. Lastima. Que no es 5g. Pero tiene nfc, un diseño espectacular y muy buena calidad. Lástima. Que no traiga cargador.",2025-01-16,0.0,0.0,Neutral
Samsung A15,4,4,"Lo compré para mi hija, ella está contenta con el producto.",2025-01-15,0.0,0.0,Neutral
Samsung A15,4,4,No me duró ni un mes me lo robaron.,2025-01-14,0.0,0.0,Neutral
Samsung A15,4,4,Estoy probando después te digo.,2025-01-14,0.0,0.0,Neutral
Samsung A15,4,0,Esta bueno pero como. Lo cargo no viene el. Transformador.,2025-01-14,0.0,0.0,Neutral
Samsung A15,4,4,"Para un uso sencillo, es muy práctico y de fácil lectura en su uso.",2025-01-13,0.0,0.0,Neutral
Samsung A15,4,6,"Es un hermoso teléfono. Pero hay un problema, no trajo el cargador ni siquiera el cable usb.",2025-01-13,0.0,0.0,Neutral
Samsung A15,3,4,"Siempre elegí gama samsung. Todos los que compré fueron por mercado libre. Éste último que compré es lindo pero tiene una falla en la pantalla, se ve con menos color de un lado y el boton para accionar hacia atrás a veces no funciona, y tengo que reiniciarlo. Una lástima. Pero lo demás todo bien. Espero que con el tiempo no salga con otras fallas. :(.",2024-09-10,-0.75,1.0,Negativo
Samsung A15,3,4,"No lo probé todavía, pero no trajo ningún accesorio, solo el teléfono nomas.",2024-08-17,0.0,0.0,Neutral
Samsung A15,3,4,"Se tilda mucho, y solo baje un par de app basicas.",2024-12-18,0.0,0.0,Neutral
Samsung A15,3,4,Por ser samsang es malo.,2024-12-11,0.0,0.0,Neutral
Samsung A15,3,4,A nanci.,2024-12-01,0.0,0.0,Neutral
Samsung A15,3,6,No trae cable usb ni cargador.,2024-11-07,0.0,0.0,Neutral
Samsung A15,3,6,No trae cargador.,2024-10-16,0.0,0.0,Neutral
Samsung A15,3,6,Me hubiera gustado que traiga cargador.,2024-10-15,0.0,0.0,Neutral
Samsung A15,3,4,Lindo el celular pero no sabía que no venía con cargador! era un regalo para mí hermana.,2024-10-14,0.0,0.0,Neutral
Samsung A15,3,6,Estaria bueno que traigan cargador!!!.,2024-10-07,0.0,0.0,Neutral
Samsung A15,3,4,"No es malo,pero vengo de un motorola y es muy superior,éste es para personas que no tengan tantas actividades con el celu,además no tiene buena definición. Apenas pueda,lo cambio.",2025-04-01,0.0,0.0,Neutral
Samsung A15,3,4,Se tilda mucho.,2025-04-24,0.0,0.0,Neutral
Samsung A15,3,4,"Lo compre para reponer un motorola viejo que tenia. La cámara es un poco mejor, pero es bastante lento. Yo le doy uso convencional, llamadas, whatsapp, drive. No responde muy rapido.",2025-04-23,0.0,0.0,Neutral
Samsung A15,3,4,"Me viven apareciendo anuncios en le teléfono,los saco y no dura ni dos días que vuelen aparecer,y aparece como que tiene un virus.",2025-04-20,0.0,0.0,Neutral
Samsung A15,3,7,No es lo que esperaba pero bueno por el precio no puedo pedir mas.,2025-04-10,0.0,0.0,Neutral
Samsung A15,3,4,"Me lo compré como celular de paso, no lo recomiendo. Se tilda, es lento, las fotos malas. Pero por el precio no se puede pedir mucho. Excelente relación precio-calidad no apto para exigentes.",2025-04-05,0.0,0.0,Neutral
Samsung A15,3,4,"No estoy satisfecha con la compra, recién comprado ya se tildaba mucho, aclaro que no tengo muchas apps, a veces se pone muy lento. Sólo trae el cable para cargar por lo que hay q comprar el adaptador.",2025-04-04,0.0,0.0,Neutral
Samsung A15,3,4,Defectuoso.,2025-04-03,0.0,0.0,Neutral
Samsung A15,3,4,"Nunca había usado esta marca , por lo tanto me encuentro muy perdida.",2025-04-02,0.0,0.0,Neutral
Samsung A15,3,3,Lo compre xq samsung siempre me parece precio calidad.,2025-04-02,0.0,0.0,Neutral
Samsung A15,3,4,Tengo mis dudas si solo a mi me paso. Como que se traba. Aveces ni me lee la huella.,2025-04-02,0.0,0.0,Neutral
Samsung A15,3,4,"Lento, muy lento la verdad.",2025-03-31,0.0,0.0,Neutral
Samsung A15,3,2,El celular muy buena calidad anda muy bien lastima que el cable qué trajo para cargar no funciona.,2025-03-30,0.0,0.0,Neutral
Samsung A15,3,2,"Estoy probando, escoba nueva barre bien 👍.",2025-03-25,0.0,0.0,Neutral
Samsung A15,3,4,No sé. Era para mí hijo. ¡y se fue a brasil!.,2025-03-25,0.0,0.0,Neutral
Samsung A15,3,6,Viene sin cargador.,2025-03-24,0.0,0.0,Neutral
Samsung A15,3,2,"Buenas!! el pruducto asta el momento bien. #cargamos la compra para que llegue a domicilio ya que no tenía gasto, pero lo terminaron mandando al correo argentino a 30 k de mi domicilio que no me informaron tampoco. !.",2025-03-21,0.0,0.0,Neutral
Samsung A15,3,4,Cumplió las expectativas.,2025-03-20,0.0,0.0,Neutral
Samsung A15,3,6,Todo muy lindo pero no trae cargador.,2025-03-20,0.0,0.0,Neutral
Samsung A15,3,2,"Compré dos teléfonos y en los dos falla la comunicación, se corta todo el tiempo, supongo que no debe tener buena antena o no sé que puede ser pero no funciona para llamadas, lo demás todo ok. Para usarlo con whatsapp, cámara y redes sociales anda bien.",2025-03-19,0.5,0.5,Positivo
Samsung A15,3,7,"No era lo q esperaba ,estéticamente es hermoso el equipo pero a la semana de comprarlo empezó andar mal.",2025-03-16,0.0,0.0,Neutral
Samsung A15,3,6,Increíble que no le pongan un cargador. Dentro de poco va a venir la caja sola.,2025-03-14,0.0,0.0,Neutral
Samsung A15,3,4,Hasta ahora todo ok.,2025-03-14,0.5,0.5,Positivo
Samsung A15,3,6,"No trae cargador, viene solo con el cable usado!!!.",2025-03-06,0.0,0.0,Neutral
Samsung A15,3,8,Quisiera saber si es normal que solo lo pueda cargar cuando tiene 5% o menos de bateria. Si le pongo antes no carga. Gracias.,2025-03-06,0.15,0.6499999999999999,Positivo
Samsung A15,3,3,Precio calidad acorde. Lo recomiendo.,2025-03-05,0.0,0.0,Neutral
Samsung A15,3,6,"Buenoo, pero no puede venir sin cargador!! dejen de robarnos !!!!!!!! antes venían con cargador, auriculares y cable usb. Muy capitalistas se volvieron.",2025-03-04,0.0,0.0,Neutral
Samsung A15,3,4,Es de gama baja. La cámara es medio pelo. Pero safa para manterme comunicado con mí hija.,2025-03-04,0.0,0.0,Neutral
Samsung A15,3,8,La verdad no sorprende en nada la batería no dura lo que dicen se tilda muy seguido me sorprende de sansung un celular que no recomiendo andar anda pero ahí. La cámara es malisima la verdad traten de estirarse un poco más y compren algo de más calidad. 👎👎👎.,2025-02-23,0.0,0.0,Neutral
Samsung A15,3,4,"Hace dias q lo tengo, x ahora zafa, no es gran cosa, pero por el precio, estoy conforme. Solo que deberia traer cargador!!!.",2025-02-22,0.0,0.0,Neutral
Samsung A15,3,4,Buen equipo con prestaciones razonables a su capacidad de memoria. Muy recomendable.,2025-02-20,0.0,0.0,Neutral
Samsung A15,3,4,Aceptable.,2025-02-19,0.0,0.0,Neutral
Samsung A15,3,3,Bueno en precio y calidad.,2025-02-19,0.0,0.0,Neutral
Samsung A15,3,4,Buenísimo. Lo único que debería traer adaptador para el usb.,2025-02-18,0.0,0.0,Neutral
