atributo,polaridad,producto,ejemplo
rendimiento,positiva,Motorola G32,"No se si hubiera valido la pena ahorrar un poco más para el g42, que tiene pantalla oled. Pero, los 90hz se notan muchisimo. Después, 0 quejas, lo único que me va a tomar algo más de tiempo acostumbrarme, va a ser el lector de huellas en el botón de ..."
rendimiento,positiva,Motorola G32,"10/10 cumple con todo lo promocionado, anda súper fluido y de muy buena calidad, tiene giroscopio a differencia de otros celulares los cuales dicen tener y no los tiene. Los 6gb de ram hacen que puedas tener varias apps abiertas al mismo tiempo y no ..."
rendimiento,positiva,Motorola G32,El teléfono es rapidísimo para realizar todas las tareas (aclaro que no lo uso para juegos). La batería dura un montón y además carga muy rápido también. Las cámaras bastante bien y mejoran todavía más instalando la gcam. Mejor relación calidad preci...
rendimiento,positiva,Motorola G32,Llevo solo unos días usándolo. El teléfono anda bien teniendo en cuenta la relación precio calidad. Es lo esperable según la gama. Lo recomiendo si no quieren gastar mucha plata.
rendimiento,positiva,Motorola G32,"Se lo regalamos a mamá. Es un teléfono súper útil y de fácil manejo para los adultos mayores. Es rápido y muy funcional para el día a día. Si lo necesitas estás buscando para trabajar, te diría que busques otra gama más alta. Le doy un 7,5/10."
rendimiento,positiva,Motorola G32,"Me pareció un buen cel en relación precio y calidad, el procesador es bastante rápido y la autonomía de la batería es genial, dura muchísimo tirando día y medio. La pantalla al no ser amoled se nota un poco (sobre todo con los negro plenos) pero safa..."
rendimiento,positiva,Motorola G32,Anda bien.
rendimiento,positiva,Motorola G32,La verdad tiene buena cámara y es rápido a la hora de buscar o bajar aplicaciones excelente.
rendimiento,positiva,Motorola G32,"Super rapido, una camara increible. Ame este motorola."
rendimiento,positiva,Motorola G32,Excelente calidad en las fotos. Es rápido para usar. Me encanta la capacidad de memoria. El único detalle no viene con auriculares.
rendimiento,positiva,Motorola G32,"Saca lindas fotoss. Lo compre hace un mes y pico, por ahora anda bien."
rendimiento,positiva,Motorola G32,"El celu está bueno, cumple todas las funciones esperables, lo único que no me gustó tanto fue la cámara, me decepcionó un poco ya que cuando saco fotos de algo celeste o del cielo sale pixeleada, y las fotos que saca no son de la mejor calidad. Pero ..."
rendimiento,positiva,Motorola G32,"Tengo el celu hace un poco más de un mes. La camara muy buena. Lo único que se gasta la batería bastante rápido durante el día, usándolo a full. Igual se carga bastante rápido. Para agregar, me costó conseguir cobertores."
rendimiento,positiva,Motorola G32,"Un teléfono muy bueno, rápido, tiene una duración de la batería muy buena. Exelente calidad de pantalla e iluminación."
rendimiento,positiva,Motorola G32,Lo tengo hace 6 meses y anda bien.
rendimiento,positiva,Motorola G32,Muy bien celular y anda bien.
rendimiento,positiva,Motorola G32,"Me resulta extrañamente liviano, pero a un año se tenerlo, anda muy bien! no es tan rapido como imagine con los 6gb de ram y suele ser muy sencible y entra cualquier cosa cuando lo manipulo! pero es cuestion de yener cuidad. Por lo demas muy buna rel..."
rendimiento,positiva,Motorola G32,"El teléfono anda bien , cumple con las expectativas."
rendimiento,positiva,Motorola G32,"No es muy fluido, buena cámara y buena capacidad. La batería no esta durando tanto como deberia. Tal vez deba revisarle las configuraciones, tengo que usarlo un poco mas. En lineas grales esta bien."
rendimiento,positiva,Motorola G32,"Funciona bien, pero la camera no es tan buena y se descarga muy rápido."
rendimiento,positiva,Motorola G32,"Lo compré para regalar, así que no puedo dar mayores datos. Me comentan que funciona bien, la batería dura lo esperado y tiene buena recepción."
rendimiento,positiva,Motorola G32,"Muy recomendable, tiene una muy buena batería y un cargador increíble que es de 33w que carga en una hora y media más o menos y te dura para todo el día, anda muy fluido y anda bien para los juegos, la verdad muy bueno👍🏼."
rendimiento,positiva,Motorola G32,"Me gustó el teléfono,,muy fluido,, recomendado."
rendimiento,positiva,Motorola G32,Buena relación precio calida todo según lo esperado funciona muy bien es rápido y la batería dura un montón.
rendimiento,positiva,Motorola G32,El cel funciona bien la batería aguanta bien un día el desbloqueo de huella es bastante rápido una buena opción por el precio el cel es de 6 gb ram según las especificaciones del cel.
rendimiento,positiva,Motorola G32,"Me tiro una falla en la bateria ,pero por ahora anda bien."
rendimiento,positiva,Motorola G32,"Les comento yo venía de un moto g6, realmente una masa recién después de 6 años dejó de funcionar la batería. El celular está muy lindo parece funcional, quizás estaría bueno que sea un poco más rápido pero está muy bien, si uno es sencillo estás sob..."
rendimiento,positiva,Motorola G32,"Es bueno el teléfono, no soy experto , pero funciona bien , es ágil. Sirve para todo."
rendimiento,positiva,Motorola G32,"Es el mejor teléfono que he tenido, rápido, ágil, buen aspecto. Lo único malo es que el bluetooth no es bueno."
rendimiento,positiva,Motorola G32,"A mí me encantó. Se adapta a mis necesidades. El color rosa suave, divino. Las fotos no son tan buenas como otros celulares que e tenido. Carga súper rápido. Lo recomiendo si no sos muy exigente y querés darle un uso básico."
rendimiento,positiva,Motorola G32,"Me encantó, es bastante rápido, la cámara de muy buena. Muy buen celular y re barato."
rendimiento,positiva,Motorola G32,"Bueno pero pensé que era más rápido, tarda mucho en cargar las fotos para enviarlas."
rendimiento,positiva,Motorola G32,Cuando encendí el celular marcaba 55% de la batería lo cargue y cargo rápido lo único que sin usar el celar en un par de horas bajo a 91% después es rápido buena resolución.
rendimiento,positiva,Motorola G32,"Es lindo, muy resistente pero pensé que la memoria le iba a durar más. Se llena muy rápido y se tilda cuando bajas aplicaciones de más."
rendimiento,positiva,Motorola G32,El producto es bueno la batería se carga rápido así como se gasta también.
rendimiento,positiva,Motorola G32,Hola es hermoso pero se le gasta muy rápido la batería.
rendimiento,positiva,Motorola G32,"Hace dos días empecé a usarlo. Anda rápido, buen teléfono. Lo malo por ahora es la batería. Por ser nuevo se descarga muy rápido. A la noche lo pongo en modo avión ya que de estar en 100% amanece en 80% sin hacer nada. Lamentablemente si sigue así me..."
rendimiento,positiva,Motorola G32,No anda bien.
rendimiento,positiva,Samsung A15,"Para el precio esta muy bueno, la pantalla de 90hz suma mucho, hay que tener en cuenta que hay que comprar un cargador aparte porque no lo incluye pero es normal en la compra de celulares ""modernos"". Tiene nfc que en mi caso lo uso para acreditar car..."
rendimiento,positiva,Samsung A15,Se descarga la batería rapido.
rendimiento,positiva,Samsung A15,"Un caño el celular, super rapido. Recomendable su compra."
rendimiento,positiva,Samsung A15,Noes loque yo esperaba tiene falla en la vateria y en el cargador no anda bien.
rendimiento,positiva,Samsung A15,"Muy bueno y rapido, gran capacidad de bateria, viene sin cargador."
rendimiento,positiva,Samsung A15,Esta buenísimo hasta hora funciona bien.
rendimiento,positiva,Samsung A15,Buena relación precio calidad y es rápido al usarlo.
rendimiento,positiva,Samsung A15,Se descarga muy rapido.
rendimiento,positiva,Samsung A15,Es um celular que saca buenas fotos( motivo por lo que lo compré y por la capacidad de guardar datos). No trae cargador y se descarga rápido.
rendimiento,positiva,Samsung A15,Muy bueno. Rápido. No le puse 4 estrellas porque viene sin cargador.
rendimiento,positiva,Samsung A15,"Super rápido, muy conforme en cuanto precio y calidad!."
rendimiento,positiva,Samsung A15,"Excelente,rápido y seguro."
rendimiento,positiva,Samsung A15,Se configuró muy rápido y esta re lindo y sobre todo a un buen precio!.
rendimiento,positiva,Samsung A15,"Muy lindo, tiene una muy buena imagen, sonido y es rápido!."
rendimiento,positiva,Samsung A15,"Por el momento anda de maravilla. Es un celular de gama media, con buenas prestaciones para su precio. Se. Lo compré a mi mujer. No puedo juzgar mucho la cámara todavía, pero parece ser bastante buena. La pantalla tiene una densidad de pixels por pul..."
rendimiento,positiva,Samsung A15,Me gustó x su color celeste tornasolado con la funda transparente queda precioso y desbloqueo lateral con huella re práctico y rápido de abrir. Muy buenas fotos velocidad instantánea super cómodo en la mano y mucho más detalles buenísimo.
rendimiento,positiva,Samsung A15,"Precio, calidad, si no lo cargas con su cargador original, la batería se acaba un poco más rápido. La cámara es muy buena para tomar fotos a una distancia no muy marga. Responde rápido, no es un teléfono que empieza a funcionar lento cuando tiene dem..."
rendimiento,positiva,Samsung A15,Me gusto el celular pero la no me gusto que a los 3 meses se descargaba un poco rápido la bateria.
rendimiento,positiva,Samsung A15,Hasta ahora funciona bien.
rendimiento,positiva,Samsung A15,Es un aparato que funciona bien para lo básico e indispensable!.
rendimiento,positiva,Samsung A15,Muy bueno rápido hasta ahora. Todo bien.
rendimiento,positiva,Samsung A15,Anda bien por ahora!?.
rendimiento,positiva,Samsung A15,"Es un teléfono común. Comparado con otros es de mediana calidad. Pero es lo que podía comprar. Cumple con las especificaciones. No esperaba más. Funciona bien. Y en relación al precio, es lo más económico que conseguí en 1 pago. Bien en general. Reco..."
rendimiento,positiva,Samsung A15,"Lo compre para reponer un motorola viejo que tenia. La cámara es un poco mejor, pero es bastante lento. Yo le doy uso convencional, llamadas, whatsapp, drive. No responde muy rapido."
rendimiento,positiva,Samsung A15,"Mi hija lo lleno de juegos, muchas aplicaciones abiertas, hasta ahora anda bien."
rendimiento,positiva,Samsung A15,Hasta ahora funciona bien. Relacion precio-calidad esta muy bien. Lo recomiendo.
rendimiento,positiva,Samsung A15,"Excelente equipo nunca compro samsung por el sistema que tiene y no me equivoque en eso ya que viene con muchas apps instaladas, pero se las puede desinstalar, para sorpresa mia anda muy bien, fluido, la bateria dura todo el dia, y la camara en video..."
rendimiento,positiva,Samsung A15,La verdad se tilda mucho por ser nuevo y el táctil no funciona bien.
rendimiento,positiva,Samsung A15,"No muy bueno, la batería dura poco , y el cable del cargador, no es rápido."
rendimiento,positiva,Samsung A15,"El celular en sí funciona bastante bien, lo mejor la pantalla se ve nítido al ser amoled. El desempeño no es demasiado fluido, se queda corto los 4gb de ram. Por el precio, creo que se paga eso por ser samsung nomás, se consigue otras marcas con muy ..."
rendimiento,positiva,Samsung A15,"Compré dos teléfonos y en los dos falla la comunicación, se corta todo el tiempo, supongo que no debe tener buena antena o no sé que puede ser pero no funciona para llamadas, lo demás todo ok. Para usarlo con whatsapp, cámara y redes sociales anda bi..."
rendimiento,negativa,Motorola G32,"Una decepcion, telefono super lento y la camara como trabada, el modelo es asi lamentablemente, es mejor juntar unos mangos mas y comprar el edge, una diferencia de calidad impresionante."
rendimiento,negativa,Motorola G32,El teclado es lento y tosco.
rendimiento,negativa,Motorola G32,"Una kk lo compre para actualizar un motorola g9 plus del 2020 y era mas lento, la camara parece de telefonos de 2016, la delantera horrible, lo compre porque segun los reviews era bastante bueno pero no, una perdida de tiempo y dinero, por suerte lo ..."
rendimiento,negativa,Motorola G32,"Me compré el mismo que tenía y me robaron. Pero este no vino tan bien como el otro: tuve que actualizar le el software enseguida porque no tenia la opción de huella dactilar, ahora anda medio lento porque el sistema operativo es viejo básicamente per..."
rendimiento,negativa,Motorola G32,"Bien ,. Al principio trabajaba muy bien el procesador,. Ya después del año está lento y se tilda. Conviene juntar un pocows de dinero y cuando mprar algo mejor."
rendimiento,negativa,Motorola G32,"Funciona y cumple con su función sin penas ni gloria. La relación precio-calidad está justa: es un teléfono de gama baja a un precio razonable. Vengo de moto g60s y si bien aprecio que se mantuvo la interfaz y la personalización propia de motorola, e..."
rendimiento,negativa,Motorola G32,No veo nada de diferencia. Excepto un poco de mejor calidad en la cámara con versiones anteriores. Lento o se tilda. Lastima que no llegué a más plata. Sino quizás no lo hubiera elegido.
rendimiento,negativa,Motorola G32,"Me gusta el sistema de motorola y la cámara por eso siempre los elijo pero tengo un g9 plus que es 10 veces mejor en performance que este g32. Al moverse entre apps y demás es lento. La. Camara es buena pero no supera al g9 plus. La imagen es buena, ..."
rendimiento,negativa,Motorola G32,La cámara no está buena. Tiene poca nitidez. Poca definición. El celu es un poco lento.
rendimiento,negativa,Motorola G32,Mucho diferencia a otros motorola no tiene la cámara bien la batería le dura muy poco. Es lento.
rendimiento,negativa,Motorola G32,Creí que por ser motorola podía andar. Pero no. Muy lento.
rendimiento,negativa,Samsung A15,La verdad un desastre. Super lento el teléfono. No sirve.
rendimiento,negativa,Samsung A15,Se traba muchísimo no se puede poner videos en x2 en youtube que se traba todo y va más lento el video que en velocidad normal la. Pantalla anda muy mal se aprietan varias veces la misma letra sola anda muy mal.
rendimiento,negativa,Samsung A15,Lento. Una caquita.
rendimiento,negativa,Samsung A15,"Tiene una falla de sistema que no quieren re onocwr, se tilda, se traba, se abran app solas."
rendimiento,negativa,Samsung A15,La camara es mala. Es medio lento. No trae cargador ni auriculares lo cual me parece muy malo.
rendimiento,negativa,Samsung A15,"El celu le regale a una amiga y unos días anduvo bien, después se cuelga."
rendimiento,negativa,Samsung A15,"Relacionmprecio/calidad excelente, por supuesto q de acuerdo a sus características es un poco lento ante ciertos procesos, pero no es excusa para dar 5 estrellas."
rendimiento,negativa,Samsung A15,Nunca me gustó el samsung solía ver q tenían mucha falla se traba todo y n tiene q ver el ram q tenga y x eso nunca me gustaron tuve un redmi note 8 y era una bala. Pero este la verdad está muy bueno tengo más de 18mil fotos y videos y anda a la perf...
rendimiento,negativa,Samsung A15,"Esta bueno y cumple, aveces se traba un poco pero en general va bien y es buen producto."
rendimiento,negativa,Samsung A15,Está bueno a veces es lento para entrar a las apps.
rendimiento,negativa,Samsung A15,Hace menos de un año que lo tengo y se traba.
rendimiento,negativa,Samsung A15,Una maquina funcionando bien hasta la actualidad. Lo tengo hacen 3 meses. Es un poco lento pero bueno. Lo compensa en otros detalles.
rendimiento,negativa,Samsung A15,"Lento, muy lento la verdad."
rendimiento,negativa,Samsung A15,Tengo mis dudas si solo a mi me paso. Como que se traba. Aveces ni me lee la huella.
rendimiento,negativa,Samsung A15,"No estoy satisfecha con la compra, recién comprado ya se tildaba mucho, aclaro que no tengo muchas apps, a veces se pone muy lento. Sólo trae el cable para cargar por lo que hay q comprar el adaptador."
rendimiento,negativa,Samsung A15,"Me lo compré como celular de paso, no lo recomiendo. Se tilda, es lento, las fotos malas. Pero por el precio no se puede pedir mucho. Excelente relación precio-calidad no apto para exigentes."
rendimiento,negativa,Samsung A15,"Lo compre para reponer un motorola viejo que tenia. La cámara es un poco mejor, pero es bastante lento. Yo le doy uso convencional, llamadas, whatsapp, drive. No responde muy rapido."
rendimiento,negativa,Samsung A15,"Precio, calidad, si no lo cargas con su cargador original, la batería se acaba un poco más rápido. La cámara es muy buena para tomar fotos a una distancia no muy marga. Responde rápido, no es un teléfono que empieza a funcionar lento cuando tiene dem..."
rendimiento,negativa,Samsung A15,"Disconforme. La batería dura todo el día, pero igual dura la de mi teléfono viejo q tiene 3 años. Se pone lento con poco."
rendimiento,negativa,Samsung A15,El teléfono apareció a andar mal solo. Se tilda y tiene 2 meses de uso. Tengo que reiniciar. Apenas subí algunas fotos y videos. Un desastre. Lo utilizo para trabajar y la pantalla táctil se cuelga. Espero puedan reembolsar el dinero. Y sino es así. ...
satisfaccion_general,positiva,Motorola G32,"El 2° que compro g32. Excelente producto. Gama media de lo mejor. !!. Este es el color plata. Agrego a lo anterior, calidad de sonido muy bueno, dolby atmos, 128gb buen espacio de almacenamiento, y procesador qualcomm. Le pasa el trapo a varios de la..."
satisfaccion_general,positiva,Motorola G32,"Muy buen producto, cumple perfectamente con las expectativas. Muy recomendado."
satisfaccion_general,positiva,Motorola G32,"Muy buen producto,haciendo un testeo a profundo resulto mucho mejor que el g42 en respues de reacion al entrar en aplicaciones etc."
satisfaccion_general,positiva,Motorola G32,"Excelente producto, relación precio y calidad."
satisfaccion_general,positiva,Motorola G32,Buen producto. Buena definicion.
satisfaccion_general,positiva,Motorola G32,Excelente producto relación precio- calidad 👌.
satisfaccion_general,positiva,Motorola G32,Excelente producto✨️👌.
satisfaccion_general,positiva,Motorola G32,"Muy buen producto, hasta ahora sin problemas lo utiliza mi mama y le es un celular muy potente!."
satisfaccion_general,positiva,Motorola G32,Muy buen producto.
satisfaccion_general,positiva,Motorola G32,Excelente producto superó mis expectativas super recomendable.
satisfaccion_general,positiva,Motorola G32,Excelente producto y de muy buena maniobrabilidad.
satisfaccion_general,positiva,Motorola G32,Excelente producto lo recomiendo.
satisfaccion_general,positiva,Motorola G32,Excelente producto muy comforme.
satisfaccion_general,positiva,Motorola G32,Buen producto.
satisfaccion_general,positiva,Motorola G32,Es un buen producto nomas tengo un inconveniente que se reinicia todos los día.
satisfaccion_general,positiva,Motorola G32,"Buen producto calidad precio. No es el más básico ni tiene las peores cámaras como los nuevos que tienen el mismo precio. Es bastante completo para el segmento y la batería dura más de un día en uso extremo sin privarse de juegos, cámaras, llamadas o..."
satisfaccion_general,positiva,Motorola G32,"Buen producto. Incómodo la huella al costado y el touch, pero es hasta acostumbrarse."
satisfaccion_general,positiva,Motorola G32,Es buen producto.
satisfaccion_general,positiva,Motorola G32,Muy buen producto y muy buen precio.
satisfaccion_general,positiva,Motorola G32,"Con un mes de uso, se mantiene la fluidez en el uso de las distintas aplicaciones. A destacar, el sonido es muy bueno. La calidad de las fotos, esperaba un poco mas, pero es comprensible por la gama del producto. En líneas generales, es un buen produ..."
satisfaccion_general,positiva,Motorola G32,"Cumple todo lo que necesito, siendo alguien que ha usado por muchísimo tiempo celulares con 2gb de ram y cámaras pésimas. Lo único que no gusta, es que, el sensor esté a un lado, en el botón de encender, es realmente molesto e incómodo cuando solo qu..."
satisfaccion_general,positiva,Motorola G32,"El celular cumple con las expectativas, es un buen producto. La relacion precio-calidad es muy buena, es un gran aparato de gama media."
satisfaccion_general,positiva,Motorola G32,Buen producto y opción de pago.
satisfaccion_general,positiva,Motorola G32,"Muy buen producto en cuanto a precio. Lo que no me gusta, es la ubicacion del lector de huellas dactilares."
satisfaccion_general,positiva,Motorola G32,"Excelente producto ,lo recomiendo totalmente."
satisfaccion_general,positiva,Motorola G32,Muy buen producto en precio y calidad!.
satisfaccion_general,positiva,Motorola G32,"Es un buen producto ,pero no resultó lo que esperaba, quizás porque tenía mejor expectativa sobre el mismo."
satisfaccion_general,positiva,Motorola G32,"Buen producto, ahora en mi opinión no fluye ni tiene la agilidad que muchos indican. Para mi es un buen celular, no más que eso."
satisfaccion_general,positiva,Samsung A15,"Me parecio buen producto,pero me vino fallado,se tilda,al momento de escribir se preciona cualqier letra,la verdad,me desepciono."
satisfaccion_general,positiva,Samsung A15,Buen producto.
satisfaccion_general,positiva,Samsung A15,Buen producto para ser de gama media cumple muy bien en todos los aspectos.
satisfaccion_general,positiva,Samsung A15,Muy buen producto.
satisfaccion_general,positiva,Samsung A15,"Excelente producto, lo usa mí esposa que solo saca fotos y manda whatsapp. Así que le va como piña de padrastro."
satisfaccion_general,positiva,Samsung A15,Excelente producto.
satisfaccion_general,positiva,Samsung A15,"Buena relación precio calidad,ya tiene su funda y protector de pantalla, esperemos dure,buen producto."
satisfaccion_general,positiva,Samsung A15,Excelente precio y calidad muy buen producto.
satisfaccion_general,positiva,Samsung A15,"La cumpleaños quedo feliz ,excelente producto saca muy bonitas fotos ♡."
satisfaccion_general,positiva,Samsung A15,Excelente ya va una semana corre juegos pesado por el precio excelente producto y cálida en cámara y muy comodo.
satisfaccion_general,positiva,Samsung A15,"Buenisimo producto. Como es de esperarse de samsung, y el mejor precio para un excelente producto. Recomiendo."
satisfaccion_general,positiva,Samsung A15,"Buen producto, muy buena cámara tiene."
satisfaccion_general,positiva,Samsung A15,Muy buen producto. Fácil de usar.
satisfaccion_general,positiva,Samsung A15,Cumple con las expectativas. Muy buen producto.
satisfaccion_general,positiva,Samsung A15,Buen producto y buena relacion precio calidad.
satisfaccion_general,positiva,Samsung A15,"Buena calidad, excelente producto."
satisfaccion_general,positiva,Samsung A15,"Esta bueno y cumple, aveces se traba un poco pero en general va bien y es buen producto."
satisfaccion_general,positiva,Samsung A15,"Muy buen producto, siendo gama media, muy bien celular, lástima q no viene con el cargador una verdadera lástima, sumaria un par de puntos más, si sos exigente para juegos hay q comprar el de 8 gigas y 256, saludos totales."
satisfaccion_general,positiva,Samsung A15,Es buen producto. Lo único para decir es que no trae cargador.
satisfaccion_general,positiva,Samsung A15,"Es bueno, lo único es que no trae el adaptador del cargador. Pero quitando eso, es muy buen producto!."
satisfaccion_general,positiva,Samsung A15,"Buen producto, lo q esperaba."
satisfaccion_general,positiva,Samsung A15,Buen producto. Es lo esperado.
satisfaccion_general,positiva,Samsung A15,"Excelente producto,lo único malo, no trae cargador."
satisfaccion_general,positiva,Samsung A15,"Es un buen producto, lo malo que no trae cargador y trae un cable que no sirve para conectar con otro cargador."
satisfaccion_general,positiva,Samsung A15,Muy buen producto y la camara es super buena.
satisfaccion_general,negativa,Motorola G32,"El celular anda de diez después de casi 40 días de uso, la batería aguanta bastante, el celular se banca las app y los juegos, lo único que anda medio flojo es la cámara en video y en macro. Se pixela muchísimo es horrible así tengas la mejor luz nat..."
satisfaccion_general,negativa,Motorola G32,Muy malo se tilda y hay que reiniciar lo permanente.
satisfaccion_general,negativa,Motorola G32,"El celu está bueno, cumple todas las funciones esperables, lo único que no me gustó tanto fue la cámara, me decepcionó un poco ya que cuando saco fotos de algo celeste o del cielo sale pixeleada, y las fotos que saca no son de la mejor calidad. Pero ..."
satisfaccion_general,negativa,Motorola G32,"A mí hijo le gustó, por el precio muy buen dispositivo, lo único malo es que en la descripción dice que tiene nfc, pero no tiene."
satisfaccion_general,negativa,Motorola G32,Muy bueno la verdad lo recomiendo lo malo fue que lo pedí en plateado y vino en negro ¯⁠\⁠_⁠(⁠ツ⁠)⁠_⁠/⁠¯.
satisfaccion_general,negativa,Motorola G32,"Es el mejor teléfono que he tenido, rápido, ágil, buen aspecto. Lo único malo es que el bluetooth no es bueno."
satisfaccion_general,negativa,Motorola G32,"La cámara deja bastante que desear en poca luz y calidad, tanto para foto como para video, rendimiento bastante bien para tareas cotidianas, malo en juegos. Si se consigue barato en oferta está bien, la duración de la batería es impecable."
satisfaccion_general,negativa,Motorola G32,No lo recomiendo ya que se tilda bastante y además cuando querés enviar varios vídeos no se reproducen antes de mandarlos como para poder acortarlos.
satisfaccion_general,negativa,Motorola G32,"Hace dos días empecé a usarlo. Anda rápido, buen teléfono. Lo malo por ahora es la batería. Por ser nuevo se descarga muy rápido. A la noche lo pongo en modo avión ya que de estar en 100% amanece en 80% sin hacer nada. Lamentablemente si sigue así me..."
satisfaccion_general,negativa,Motorola G32,"El celular lamentablemente me salio malo, cuando termino la garantia dejo de andar la camara, la huella y se qda sin señal."
satisfaccion_general,negativa,Motorola G32,Malo y caro lo dejo enchufado para cargar 8 horas y solo carga hasta el 50% de la batería y el bluetooth se cruza un mosquito y se corta. Ni hablar si te pones el celular en el bolsillo con bluetooth es imposible escuchar con el auricular tenía un ce...
satisfaccion_general,negativa,Samsung A15,"Lo tengo hace un mes. Empiezo por lo malo, y es que vino envuelto en poco papel burbuja y luego envuelto así nomás con una bolsa de consorcio. Puntos a favor: lo conseguí en oferta a 268. 000 en 6 cuotas sin interés! la cámara es excelente como se pu..."
satisfaccion_general,negativa,Samsung A15,"Esta muy lindo, tiene buena cámara. Lo único malo, que no trae cargador y es algo que debería tener porque es parte del equipo."
satisfaccion_general,negativa,Samsung A15,"Es muy lindo y se ve resistente. Lo malo es que no trae nada. Nisiquiera cargador, cable usb. Nada. Creo que no es el más barato como para no traer nisiquiera un cargador."
satisfaccion_general,negativa,Samsung A15,"No lo recomiendo para nada, se reinicia solo, la bateria no dura lo suficiente, la fotos son malisimas, lo unico bueno que puedo mencionar es la distancia de alcance del bluethoth,la velicidad que dice tener no es ni la mitad."
satisfaccion_general,negativa,Samsung A15,"Malo, me encontré que al prenderlo para utilizarlo se en contraba bloqueado,y me pedía una contraseña que desconocía,ya que no me dejó ingresar mi código de google y al querer reiniciarlo la pantalla titila con unas rayas blancas,tampoco me permite a..."
satisfaccion_general,negativa,Samsung A15,Lo unico malo q tengo para criticar es que no viene el cargador. Solo el cable usb. Lo demas todo bien!.
satisfaccion_general,negativa,Samsung A15,Esta bueno del celu lo malo que viene sin cargador!!.
satisfaccion_general,negativa,Samsung A15,"Malo. No se oye a la otra persona, audios y muy mal la música. La batería hay que cargarla tres veces en el día, el sistema táctil o no se como se denomina presenta dificultad. Mo volvería a comprarlo , no lo recomiendo."
satisfaccion_general,negativa,Samsung A15,"El tcelu parecía re lindo ,al mes se bloqueó solo y no había forma de desbloquearlo lo tuve que recetear y no anda muy bien ahora ,y eso que viene sin cargador es por algo no ????? no lo recomiendo."
satisfaccion_general,negativa,Samsung A15,La camara es mala. Es medio lento. No trae cargador ni auriculares lo cual me parece muy malo.
satisfaccion_general,negativa,Samsung A15,"El precio en relación al producto es accesible. Lo malo y para criticar sería que no trae cargador ni funda, lo que con motorola no sucede. Cada vez los equipos traen menos accesorios."
satisfaccion_general,negativa,Samsung A15,El teléfono se recalienta y no viene con cargador trae un cable q obligado hay q comprar un cargador q sale 100$ más la verdad no me gustó.
satisfaccion_general,negativa,Samsung A15,Una marca mas que conocida por todos. Lo único malo es que te viene sin el cargador.
satisfaccion_general,negativa,Samsung A15,"Es espectacular lo compré para regalarle a mi mamá, quedó enloquecida con su celular nuevo. Lo recomiendo al 100 x 100, lo malo que no trae el transformador para cargar, pero ahora parece que samsung recortó ese accesorio."
satisfaccion_general,negativa,Samsung A15,"Lo unico malo q no trae cargador, hay q hacer un gasto aparte."
satisfaccion_general,negativa,Samsung A15,"No me gustó xq tengo dudas que sea original xq no fue ensamblado en tierra del fuego argentina, otra lo compare con la calidad de la pantalla del moto g42 que también dice ser pantalla amoled y el motorola tiene mejor nitides de colores, para mi que ..."
satisfaccion_general,negativa,Samsung A15,"Hermoso el celular recomendable , lo único que no viene el cargador lo malo."
satisfaccion_general,negativa,Samsung A15,"Muy buen celular, lo único malo es el cable para cargar, ya que tiene de los dos lados la misma ficha."
satisfaccion_general,negativa,Samsung A15,"La verdad es que es muy buen celular, me encanta y la cámara es una maravilla. Pero lo malo es que no trae el cargador completo y auriculares. Pero lo demás 10/10."
satisfaccion_general,negativa,Samsung A15,"Por 300 lucas, y por el uso normal (nada exagerado) que le doy, terrible compra hice. Con que me dure, andando normal, unos 3 o 4 años, sería perfecto. Lo único que me pareció muy malo es que no traiga cargador (solo el cable) ni auriculares. Por el ..."
satisfaccion_general,negativa,Samsung A15,Por ser samsang es malo.
satisfaccion_general,negativa,Samsung A15,Muy bueno pero lo malo es que no trae cargador ni audífonos.
satisfaccion_general,negativa,Samsung A15,Me gusto el celular pero la no me gusto que a los 3 meses se descargaba un poco rápido la bateria.
satisfaccion_general,negativa,Samsung A15,Lo malo q no viene el cargador.
satisfaccion_general,negativa,Samsung A15,"Muy lindo equipo, lo único malo es que no trae cargador."
satisfaccion_general,negativa,Samsung A15,"A tener en cuenta. Buen teléfono. Lo único malo del modelo es que no se prende la pantalla en notificaciones como whatsapp, solo en llamadas y sms. Probé actualizando, de todo y nada. Esperemos samsung lo solucione pronto."
satisfaccion_general,negativa,Samsung A15,Es un buen telefono para el precio lo unico malo es una pulgada menos que el a13 por enemplo.
satisfaccion_general,negativa,Samsung A15,Lo único malo es que no viene con cargador!!!!.
satisfaccion_general,negativa,Samsung A15,"El producto exelente, relación precio calidad excelente. Lo único malo es que no trae el cabezal del cargador. Solo trajo el cable."
satisfaccion_general,negativa,Samsung A15,Lo malo y no te dicen nada es que viene sin cargador.
satisfaccion_general,negativa,Samsung A15,Hasta ahora muy bueno lo único malo es que viene sin cargador.
satisfaccion_general,negativa,Samsung A15,"Esta muy bueno, lo malo que tiene es que ya no vienen con el cargador incorporado y viene con ficha c."
satisfaccion_general,negativa,Samsung A15,Fue para regalo y no me han dicho nada malo por lo menos aún.
satisfaccion_general,negativa,Samsung A15,Safa lo malo que no viene con cargador.
satisfaccion_general,negativa,Samsung A15,"Me lo compré como celular de paso, no lo recomiendo. Se tilda, es lento, las fotos malas. Pero por el precio no se puede pedir mucho. Excelente relación precio-calidad no apto para exigentes."
